Company,CEO,CEO Linkedin Profile,Vice President,Vice President Linkedin Profile
"Trinity Industries, Inc.",Antonio Carrillo ,https://www.linkedin.com/in/antonio-carrillo-6985a86,Mike Mason ,https://www.linkedin.com/in/mike-mason-67a50813
"Triumph Group, Inc.",Daniel Crowley ,https://www.linkedin.com/in/daniel-crowley-6419319,Betsy Barrett ,https://www.linkedin.com/in/betsy-barrett-b6bb707
"U S Concrete, Inc.",William Sandbrook ,https://www.linkedin.com/in/william-sandbrook-2375748b,Terry Marshall ,https://www.linkedin.com/in/texascio
"UFP Technologies, Inc.",Mitch Rock ,https://www.linkedin.com/in/mitchcap,"Keith Cote, PMP ",https://www.linkedin.com/in/keith-cote-pmp-220a5421
"Unique Fabricating, Inc.",Doug Stahl ,https://www.linkedin.com/in/doug-stahl-487ab36,Brad Hazen ,https://www.linkedin.com/in/brad-hazen-7227b647
United States Antimony Corporation,Result Not Found,No Results,Result Not Found,No Results
United Technologies Corporation,Gregory Hayes ,https://www.linkedin.com/in/gregory-hayes-ab53b613b,Laurie Havanec ,https://www.linkedin.com/in/laurie-havanec-5968b798
Universal Display Corporation,Steven Abramson ,https://www.linkedin.com/in/steven-abramson-1a8ba911,Mauro Premutico ,https://www.linkedin.com/in/mauro-premutico-a1738110
UQM Technologies Inc.,Joe Mitchell ,https://www.linkedin.com/in/joe-mitchell-0a075012,Josh Ley ,https://www.linkedin.com/in/joshley
USG Corporation,Jennifer Scanlon ,https://www.linkedin.com/in/jennifer-scanlon-7a88686,Greg Salah ,https://www.linkedin.com/in/greg-salah-3290158
"Valmont Industries, Inc.",Stephen Kaniewski ,https://www.linkedin.com/in/stephen-kaniewski-2762764,Ann O'Shaughnessy,https://www.linkedin.com/in/ann-o-shaughnessy-happel-88454420
Varex Imaging Corporation,Sunny Sanyal ,https://www.linkedin.com/in/sunny-sanyal-4320857,Carl Lacasce ,https://www.linkedin.com/in/carl-lacasce-982bba17
Vedanta Limited,Deshnee Naidoo ,https://www.linkedin.com/in/deshnee-naidoo-7ba26549,Deepak Kumar ,https://www.linkedin.com/pub/deepak-kumar/4/934/376
"Veoneer, Inc.",Mathias Hermansson ,https://se.linkedin.com/in/mathiashermansson,Aaron Schaal ,https://www.linkedin.com/in/aaron-schaal-67b46156
Vicor Corporation,Patrizio Vinciarelli ,https://www.linkedin.com/in/patrizio-vinciarelli-16622742,"Robert Gendron, P.E. ",https://www.linkedin.com/in/robertgendron
"Vishay Intertechnology, Inc.",Dave McConnell ,https://www.linkedin.com/in/dave-mcconnell-9860157,Matthew Carter ,https://www.linkedin.com/in/matthew-carter-a58b7696
"Vishay Precision Group, Inc.","Jeff King, CPA, CGMA ",https://www.linkedin.com/in/jeff-king-cpa-cgma-28091a,Benny Shaya ,https://www.linkedin.com/in/bennyshaya
Vista Outdoor Inc.,Dave Allen ,https://www.linkedin.com/in/dave-allen-a891a139,Kelly Reisdorf ,https://www.linkedin.com/in/kelly-reisdorf-ba41b31
Visteon Corporation,Sachin Lawande ,https://www.linkedin.com/in/sachin-lawande-40125938,Kristin Trecker ,https://www.linkedin.com/in/kristin-trecker
"Vivint Solar, Inc.",Jeremy Sabin ,https://www.linkedin.com/in/jeremysabin,Jeremy Sabin ,https://www.linkedin.com/in/jeremysabin
voxeljet AG,Ingo Ederer ,https://de.linkedin.com/in/ingo-ederer-3436bb26,Ziv Raz ,https://www.linkedin.com/pub/ziv-raz/14/517/b8b
Wabash National Corporation,Brent Yeagy ,https://www.linkedin.com/in/brent-yeagy-13660510,Kristin Glazner ,https://www.linkedin.com/in/kristin-glazner-304411a
Wabco Holdings Inc.,Raj E. Valli ,https://www.linkedin.com/in/rajvalli,Trevor Lucas ,https://www.linkedin.com/in/trevor-lucas-179b4812
Waters Corporation,Chris O'Connell ,https://www.linkedin.com/in/chris-o-connell-5a309614,Elizabeth Rae ,https://www.linkedin.com/in/elizabeth-rae-58bb9858
"Watts Water Technologies, Inc.",Donna Ravikumar ,https://www.linkedin.com/in/donnapallaria,Timothy MacPhee CPA ,https://www.linkedin.com/in/timothy-macphee-cpa-1b4534a
"Wesco Aircraft Holdings, Inc.",Rick Weller ,https://www.linkedin.com/in/rick-weller-56171112,Rick Weller ,https://www.linkedin.com/in/rick-weller-56171112
Westinghouse Air Brake Technologies Corporation,Rebecca Dietrich ,https://www.linkedin.com/in/rebecca-dietrich-12a33013,"Keith Hildum, CPA ",https://www.linkedin.com/in/keith-hildum-cpa-56b22a10
"Wireless Telecom Group, Inc.",Paul Genova ,https://www.linkedin.com/in/paul-genova-cpa-cgma-2346257,Alexa Signorino ,https://www.linkedin.com/in/alexa-signorino-92a2186
"Workhorse Group, Inc.",Duane Hughes ,https://www.linkedin.com/in/duane-hughes-3a80a16,Kevin Vincent ,https://www.linkedin.com/in/kevin-vincent-ab85174
"Worthington Industries, Inc.",Trevor Milton ,https://www.linkedin.com/in/theofficialtrevormilton,Ted Armbruster ,https://www.linkedin.com/in/ted-armbruster-38b35429
Xylem Inc.,patrick decker ,https://www.linkedin.com/in/patrick-decker-961b9082,Kelly McAndrew ,https://www.linkedin.com/in/kelly-mcandrew-6021179
Yulong Eco-Materials Limited,"Alice Wu, CPA, CIA, CGMA ",https://www.linkedin.com/in/alice-wu-cpa-cia-cgma-42866310,Michael W. Harla,https://tw.linkedin.com/in/mwharlan/zh-tw
"ZK International Group Co., Ltd",Qihui Zhu profile,https://in.linkedin.com/pub/dir/Qihui/Zhu,朱勤辉,https://www.linkedin.com/in/%25E5%258B%25A4%25E8%25BE%2589-%25E6%259C%25B1-589763b6
